Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,Rainfall log,Wind_Speed log,ALT log
2537,Chandpur,1996,6,34.8,25.5,314.0,83.0,1.0,3.3,4.5,568556.9,571945.8,23.26,90.67,7,1996.06,1.0,5.752572638825633,0.6931471805599453,2.0794415416798357
2538,Chandpur,1996,7,34.0,26.2,290.0,84.0,0.7,4.1,2.8,568556.9,571945.8,23.26,90.67,7,1996.07,0.0,5.673323267171493,0.5306282510621704,2.0794415416798357
2539,Chandpur,1996,8,33.8,25.8,218.0,85.0,0.6,3.7,2.8,568556.9,571945.8,23.26,90.67,7,1996.08,0.0,5.389071729816501,0.4700036292457356,2.0794415416798357
2540,Chandpur,1996,9,35.7,26.2,249.0,83.0,0.5,3.5,5.8,568556.9,571945.8,23.26,90.67,7,1996.09,0.0,5.521460917862246,0.4054651081081644,2.0794415416798357
2541,Chandpur,1996,10,34.7,23.9,246.0,80.0,0.6,1.9,7.1,568556.9,571945.8,23.26,90.67,7,1996.1,0.0,5.5093883366279774,0.4700036292457356,2.0794415416798357
2542,Chandpur,1996,11,32.8,19.8,20.0,79.0,0.4,1.2,7.5,568556.9,571945.8,23.26,90.67,7,1996.11,0.0,3.044522437723423,0.33647223662121295,2.0794415416798357
2543,Chandpur,1996,12,28.6,16.1,0.0,75.0,0.6,1.4,5.7,568556.9,571945.8,23.26,90.67,7,1996.12,0.0,0.0,0.4700036292457356,2.0794415416798357
2544,Chandpur,1997,1,27.1,13.0,2.0,74.0,0.4,1.1,6.2,568556.9,571945.8,23.26,90.67,7,1997.01,0.0,1.0986122886681098,0.33647223662121295,2.0794415416798357
2545,Chandpur,1997,2,30.5,15.3,29.0,73.0,0.5,1.4,6.9,568556.9,571945.8,23.26,90.67,7,1997.02,0.0,3.4011973816621555,0.4054651081081644,2.0794415416798357
2546,Chandpur,1997,3,34.0,21.4,54.0,77.0,0.6,2.2,7.1,568556.9,571945.8,23.26,90.67,7,1997.03,0.0,4.007333185232471,0.4700036292457356,2.0794415416798357
2547,Chandpur,1997,4,33.5,21.0,72.0,79.0,0.9,3.4,6.2,568556.9,571945.8,23.26,90.67,7,1997.04,0.0,4.290459441148391,0.6418538861723948,2.0794415416798357
2548,Chandpur,1997,5,35.5,24.8,133.0,78.0,1.1,4.1,6.7,568556.9,571945.8,23.26,90.67,7,1997.05,0.0,4.897839799950911,0.7419373447293773,2.0794415416798357
2549,Chandpur,1997,6,35.5,25.6,266.0,84.0,1.1,5.8,4.2,568556.9,571945.8,23.26,90.67,7,1997.06,0.0,5.58724865840025,0.7419373447293773,2.0794415416798357
2550,Chandpur,1997,7,34.1,25.9,492.0,87.0,1.1,6.1,2.8,568556.9,571945.8,23.26,90.67,7,1997.07,1.0,6.20050917404269,0.7419373447293773,2.0794415416798357
2551,Chandpur,1997,8,36.8,26.6,338.0,84.0,1.1,5.8,3.8,568556.9,571945.8,23.26,90.67,7,1997.08,1.0,5.82600010738045,0.7419373447293773,2.0794415416798357
2552,Chandpur,1997,9,33.5,25.5,421.0,86.0,0.9,5.6,3.3,568556.9,571945.8,23.26,90.67,7,1997.09,1.0,6.045005314036012,0.6418538861723948,2.0794415416798357
2553,Chandpur,1997,10,33.5,23.6,34.0,79.0,0.6,2.0,7.2,568556.9,571945.8,23.26,90.67,7,1997.1,0.0,3.5553480614894135,0.4700036292457356,2.0794415416798357
2554,Chandpur,1997,11,33.1,21.1,0.0,78.0,0.4,1.8,6.2,568556.9,571945.8,23.26,90.67,7,1997.11,0.0,0.0,0.33647223662121295,2.0794415416798357
2555,Chandpur,1997,12,28.0,15.9,33.0,82.0,0.7,2.1,4.5,568556.9,571945.8,23.26,90.67,7,1997.12,0.0,3.5263605246161616,0.5306282510621704,2.0794415416798357
2556,Chandpur,1998,1,26.6,13.7,23.0,82.0,0.7,2.6,3.3,568556.9,571945.8,23.26,90.67,7,1998.01,0.0,3.1780538303479458,0.5306282510621704,2.0794415416798357
2557,Chandpur,1998,2,30.7,17.1,54.0,76.0,0.5,1.7,5.6,568556.9,571945.8,23.26,90.67,7,1998.02,0.0,4.007333185232471,0.4054651081081644,2.0794415416798357
2558,Chandpur,1998,3,33.6,19.4,130.0,74.0,1.1,2.3,7.5,568556.9,571945.8,23.26,90.67,7,1998.03,0.0,4.875197323201151,0.7419373447293773,2.0794415416798357
2559,Chandpur,1998,4,34.5,22.9,158.0,80.0,1.3,3.1,7.1,568556.9,571945.8,23.26,90.67,7,1998.04,0.0,5.0689042022202315,0.832909122935104,2.0794415416798357
2560,Chandpur,1998,5,36.0,25.9,237.0,82.0,0.9,4.8,4.8,568556.9,571945.8,23.26,90.67,7,1998.05,0.0,5.472270673671475,0.6418538861723948,2.0794415416798357
2561,Chandpur,1998,6,35.2,27.6,92.0,82.0,1.5,4.8,5.0,568556.9,571945.8,23.26,90.67,7,1998.06,0.0,4.532599493153256,0.9162907318741551,2.0794415416798357
2562,Chandpur,1998,7,33.5,26.1,622.0,87.0,0.9,6.5,2.8,568556.9,571945.8,23.26,90.67,7,1998.07,1.0,6.434546518787453,0.6418538861723948,2.0794415416798357
2563,Chandpur,1998,8,33.7,26.6,336.0,86.0,0.8,6.2,2.8,568556.9,571945.8,23.26,90.67,7,1998.08,1.0,5.820082930352362,0.5877866649021191,2.0794415416798357
2564,Chandpur,1998,9,35.4,26.3,186.0,84.0,0.6,5.3,3.7,568556.9,571945.8,23.26,90.67,7,1998.09,0.0,5.231108616854587,0.4700036292457356,2.0794415416798357
2565,Chandpur,1998,10,35.2,24.4,97.0,82.0,0.3,3.5,5.4,568556.9,571945.8,23.26,90.67,7,1998.1,0.0,4.584967478670572,0.262364264467491,2.0794415416798357
2566,Chandpur,1998,11,32.6,19.9,157.0,81.0,0.8,1.9,7.0,568556.9,571945.8,23.26,90.67,7,1998.11,0.0,5.062595033026967,0.5877866649021191,2.0794415416798357
2567,Chandpur,1998,12,29.5,15.9,0.0,79.0,0.4,0.1,6.4,568556.9,571945.8,23.26,90.67,7,1998.12,0.0,0.0,0.33647223662121295,2.0794415416798357
2568,Chandpur,1999,1,29.0,14.6,0.0,76.0,0.6,0.4,6.3,568556.9,571945.8,23.26,90.67,7,1999.01,0.0,0.0,0.4700036292457356,2.0794415416798357
2569,Chandpur,1999,2,34.0,17.3,0.0,73.0,0.6,0.9,7.3,568556.9,571945.8,23.26,90.67,7,1999.02,0.0,0.0,0.4700036292457356,2.0794415416798357
2570,Chandpur,1999,3,35.7,21.9,1.0,72.0,0.7,1.2,6.7,568556.9,571945.8,23.26,90.67,7,1999.03,0.0,0.6931471805599453,0.5306282510621704,2.0794415416798357
2571,Chandpur,1999,4,35.5,25.4,21.0,76.0,0.9,2.1,8.0,568556.9,571945.8,23.26,90.67,7,1999.04,0.0,3.091042453358316,0.6418538861723948,2.0794415416798357
2572,Chandpur,1999,5,35.5,25.1,357.0,83.0,1.0,4.6,4.8,568556.9,571945.8,23.26,90.67,7,1999.05,0.0,5.8805329864007,0.6931471805599453,2.0794415416798357
2573,Chandpur,1999,6,35.5,25.9,289.0,85.0,1.0,5.7,3.9,568556.9,571945.8,23.26,90.67,7,1999.06,0.0,5.66988092298052,0.6931471805599453,2.0794415416798357
2575,Chandpur,1999,8,34.0,25.9,323.0,87.0,0.6,6.1,2.8,568556.9,571945.8,23.26,90.67,7,1999.08,0.0,5.780743515792329,0.4700036292457356,2.0794415416798357
2576,Chandpur,1999,9,33.0,25.1,394.0,87.0,0.4,5.4,3.4,568556.9,571945.8,23.26,90.67,7,1999.09,1.0,5.978885764901122,0.33647223662121295,2.0794415416798357
2577,Chandpur,1999,10,33.2,24.6,284.0,86.0,0.5,4.4,5.0,568556.9,571945.8,23.26,90.67,7,1999.1,0.0,5.652489180268651,0.4054651081081644,2.0794415416798357
2578,Chandpur,1999,11,31.6,20.4,4.0,78.0,0.3,0.8,8.2,568556.9,571945.8,23.26,90.67,7,1999.11,0.0,1.6094379124341003,0.262364264467491,2.0794415416798357
2579,Chandpur,1999,12,29.5,16.3,1.0,78.0,0.2,0.4,5.9,568556.9,571945.8,23.26,90.67,7,1999.12,0.0,0.6931471805599453,0.18232155679395465,2.0794415416798357
2580,Chandpur,2000,1,29.0,14.0,25.0,78.0,0.5,0.9,6.0,568556.9,571945.8,23.26,90.67,7,2000.01,0.0,3.258096538021482,0.4054651081081644,2.0794415416798357
2581,Chandpur,2000,2,28.1,15.9,15.0,72.0,0.3,3.0,5.6,568556.9,571945.8,23.26,90.67,7,2000.02,0.0,2.772588722239781,0.262364264467491,2.0794415416798357
2582,Chandpur,2000,3,34.1,20.5,58.0,73.0,0.4,2.2,7.0,568556.9,571945.8,23.26,90.67,7,2000.03,0.0,4.07753744390572,0.33647223662121295,2.0794415416798357
2583,Chandpur,2000,4,34.0,23.6,160.0,78.0,1.0,3.0,7.3,568556.9,571945.8,23.26,90.67,7,2000.04,0.0,5.081404364984463,0.6931471805599453,2.0794415416798357
2584,Chandpur,2000,5,36.1,24.4,470.0,81.0,0.7,4.7,4.8,568556.9,571945.8,23.26,90.67,7,2000.05,1.0,6.154858094016418,0.5306282510621704,2.0794415416798357
2585,Chandpur,2000,6,35.1,25.9,288.0,83.0,0.6,5.7,4.0,568556.9,571945.8,23.26,90.67,7,2000.06,0.0,5.666426688112432,0.4700036292457356,2.0794415416798357
2586,Chandpur,2000,7,35.1,26.3,293.0,83.0,0.7,5.7,4.0,568556.9,571945.8,23.26,90.67,7,2000.07,0.0,5.683579767338681,0.5306282510621704,2.0794415416798357
2587,Chandpur,2000,8,34.6,26.3,214.0,83.0,0.5,5.7,4.3,568556.9,571945.8,23.26,90.67,7,2000.08,0.0,5.3706380281276624,0.4054651081081644,2.0794415416798357
2588,Chandpur,2000,9,34.0,25.8,73.0,83.0,0.3,5.1,4.1,568556.9,571945.8,23.26,90.67,7,2000.09,0.0,4.30406509320417,0.262364264467491,2.0794415416798357
2589,Chandpur,2000,10,35.1,24.8,188.0,83.0,0.3,3.1,5.3,568556.9,571945.8,23.26,90.67,7,2000.1,0.0,5.241747015059643,0.262364264467491,2.0794415416798357
2590,Chandpur,2000,11,32.0,20.2,1.0,78.0,0.1,0.5,7.7,568556.9,571945.8,23.26,90.67,7,2000.11,0.0,0.6931471805599453,0.09531017980432487,2.0794415416798357
2591,Chandpur,2000,12,28.4,14.9,0.0,76.0,0.1,0.2,8.0,568556.9,571945.8,23.26,90.67,7,2000.12,0.0,0.0,0.09531017980432487,2.0794415416798357
2592,Chandpur,2001,1,27.5,12.6,0.0,73.0,0.4,0.3,7.7,568556.9,571945.8,23.26,90.67,7,2001.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2593,Chandpur,2001,2,34.1,16.3,25.0,72.0,0.3,1.2,7.5,568556.9,571945.8,23.26,90.67,7,2001.02,0.0,3.258096538021482,0.262364264467491,2.0794415416798357
2594,Chandpur,2001,3,35.0,20.3,1.0,68.0,0.2,1.2,7.5,568556.9,571945.8,23.26,90.67,7,2001.03,0.0,0.6931471805599453,0.18232155679395465,2.0794415416798357
2595,Chandpur,2001,4,36.1,24.2,23.0,74.0,0.6,2.5,6.8,568556.9,571945.8,23.26,90.67,7,2001.04,0.0,3.1780538303479458,0.4700036292457356,2.0794415416798357
2596,Chandpur,2001,5,34.6,24.2,448.0,81.0,0.4,4.2,4.1,568556.9,571945.8,23.26,90.67,7,2001.05,1.0,6.1070228877422545,0.33647223662121295,2.0794415416798357
2597,Chandpur,2001,6,33.6,25.5,541.0,86.0,0.6,5.8,3.2,568556.9,571945.8,23.26,90.67,7,2001.06,1.0,6.295266001439646,0.4700036292457356,2.0794415416798357
2598,Chandpur,2001,7,34.0,25.8,387.0,84.0,0.7,6.1,3.5,568556.9,571945.8,23.26,90.67,7,2001.07,1.0,5.961005339623274,0.5306282510621704,2.0794415416798357
2599,Chandpur,2001,8,34.2,26.3,197.0,82.0,0.4,5.6,5.0,568556.9,571945.8,23.26,90.67,7,2001.08,0.0,5.288267030694535,0.33647223662121295,2.0794415416798357
2600,Chandpur,2001,9,34.1,25.7,321.0,85.0,0.2,4.4,4.6,568556.9,571945.8,23.26,90.67,7,2001.09,0.0,5.7745515455444085,0.18232155679395465,2.0794415416798357
2601,Chandpur,2001,10,34.0,24.9,157.0,84.0,0.1,3.8,5.7,568556.9,571945.8,23.26,90.67,7,2001.1,0.0,5.062595033026967,0.09531017980432487,2.0794415416798357
2602,Chandpur,2001,11,31.4,21.2,76.0,83.0,0.1,2.3,5.9,568556.9,571945.8,23.26,90.67,7,2001.11,0.0,4.343805421853684,0.09531017980432487,2.0794415416798357
2603,Chandpur,2001,12,27.5,15.0,0.0,81.0,0.1,0.6,6.4,568556.9,571945.8,23.26,90.67,7,2001.12,0.0,0.0,0.09531017980432487,2.0794415416798357
2604,Chandpur,2002,1,28.0,14.4,14.0,78.0,0.1,1.3,6.1,568556.9,571945.8,23.26,90.67,7,2002.01,0.0,2.70805020110221,0.09531017980432487,2.0794415416798357
2605,Chandpur,2002,2,33.0,16.4,0.0,69.0,0.4,0.3,8.4,568556.9,571945.8,23.26,90.67,7,2002.02,0.0,0.0,0.33647223662121295,2.0794415416798357
2606,Chandpur,2002,3,35.5,20.0,170.0,70.0,0.3,1.6,7.5,568556.9,571945.8,23.26,90.67,7,2002.03,0.0,5.14166355650266,0.262364264467491,2.0794415416798357
2607,Chandpur,2002,4,34.1,23.0,114.0,77.0,1.1,3.6,7.1,568556.9,571945.8,23.26,90.67,7,2002.04,0.0,4.74493212836325,0.7419373447293773,2.0794415416798357
2608,Chandpur,2002,5,35.7,24.5,376.0,80.0,1.0,4.7,5.5,568556.9,571945.8,23.26,90.67,7,2002.05,1.0,5.932245187448011,0.6931471805599453,2.0794415416798357
2609,Chandpur,2002,6,34.7,25.7,549.0,85.0,0.9,6.1,3.1,568556.9,571945.8,23.26,90.67,7,2002.06,1.0,6.309918278226516,0.6418538861723948,2.0794415416798357
2610,Chandpur,2002,7,34.2,26.0,477.0,86.0,0.7,6.8,2.8,568556.9,571945.8,23.26,90.67,7,2002.07,1.0,6.169610732491456,0.5306282510621704,2.0794415416798357
2611,Chandpur,2002,8,34.0,25.9,409.0,85.0,0.7,5.7,3.9,568556.9,571945.8,23.26,90.67,7,2002.08,1.0,6.016157159698354,0.5306282510621704,2.0794415416798357
2612,Chandpur,2002,9,35.0,25.8,258.0,83.0,0.6,4.9,4.5,568556.9,571945.8,23.26,90.67,7,2002.09,0.0,5.556828061699537,0.4700036292457356,2.0794415416798357
2613,Chandpur,2002,10,34.5,23.9,32.0,79.0,0.3,2.7,6.9,568556.9,571945.8,23.26,90.67,7,2002.1,0.0,3.4965075614664802,0.262364264467491,2.0794415416798357
2614,Chandpur,2002,11,32.0,20.1,77.0,78.0,0.3,2.6,6.3,568556.9,571945.8,23.26,90.67,7,2002.11,0.0,4.356708826689592,0.262364264467491,2.0794415416798357
2615,Chandpur,2002,12,29.7,16.0,0.0,79.0,0.4,1.4,5.9,568556.9,571945.8,23.26,90.67,7,2002.12,0.0,0.0,0.33647223662121295,2.0794415416798357
2616,Chandpur,2003,1,26.6,12.3,0.0,80.0,0.5,0.7,4.6,568556.9,571945.8,23.26,90.67,7,2003.01,0.0,0.0,0.4054651081081644,2.0794415416798357
2617,Chandpur,2003,2,31.0,16.2,13.0,72.0,0.4,1.1,7.3,568556.9,571945.8,23.26,90.67,7,2003.02,0.0,2.6390573296152584,0.33647223662121295,2.0794415416798357
2618,Chandpur,2003,3,33.5,19.5,109.0,73.0,0.5,2.0,6.7,568556.9,571945.8,23.26,90.67,7,2003.03,0.0,4.700480365792417,0.4054651081081644,2.0794415416798357
2619,Chandpur,2003,4,35.2,24.6,81.0,79.0,0.9,2.8,7.9,568556.9,571945.8,23.26,90.67,7,2003.04,0.0,4.406719247264253,0.6418538861723948,2.0794415416798357
2620,Chandpur,2003,5,35.7,25.5,125.0,83.0,0.5,3.9,5.8,568556.9,571945.8,23.26,90.67,7,2003.05,0.0,4.836281906951478,0.4054651081081644,2.0794415416798357
2621,Chandpur,2003,6,35.6,25.9,533.0,88.0,0.6,6.0,2.8,568556.9,571945.8,23.26,90.67,7,2003.06,1.0,6.280395838960195,0.4700036292457356,2.0794415416798357
2622,Chandpur,2003,7,35.2,26.3,209.0,86.0,0.7,5.7,4.5,568556.9,571945.8,23.26,90.67,7,2003.07,0.0,5.3471075307174685,0.5306282510621704,2.0794415416798357
2623,Chandpur,2003,8,34.7,26.3,279.0,83.0,0.5,5.4,5.2,568556.9,571945.8,23.26,90.67,7,2003.08,1.0,5.634789603169249,0.4054651081081644,2.0794415416798357
2624,Chandpur,2003,9,33.7,26.3,200.0,84.0,0.3,5.4,4.1,568556.9,571945.8,23.26,90.67,7,2003.09,0.0,5.303304908059076,0.262364264467491,2.0794415416798357
2625,Chandpur,2003,10,33.6,25.6,143.0,83.0,0.2,4.0,4.7,568556.9,571945.8,23.26,90.67,7,2003.1,0.0,4.969813299576001,0.18232155679395465,2.0794415416798357
2626,Chandpur,2003,11,32.0,20.0,0.0,77.0,0.1,0.2,7.5,568556.9,571945.8,23.26,90.67,7,2003.11,0.0,0.0,0.09531017980432487,2.0794415416798357
2627,Chandpur,2003,12,28.2,16.5,26.0,82.0,0.1,1.6,5.2,568556.9,571945.8,23.26,90.67,7,2003.12,0.0,3.295836866004329,0.09531017980432487,2.0794415416798357
2628,Chandpur,2004,1,27.2,14.1,0.0,83.0,0.3,1.4,4.3,568556.9,571945.8,23.26,90.67,7,2004.01,0.0,0.0,0.262364264467491,2.0794415416798357
2629,Chandpur,2004,2,31.7,16.0,0.0,75.0,0.2,0.8,6.9,568556.9,571945.8,23.26,90.67,7,2004.02,0.0,0.0,0.18232155679395465,2.0794415416798357
2630,Chandpur,2004,3,34.5,22.2,9.0,81.0,0.2,2.3,7.0,568556.9,571945.8,23.26,90.67,7,2004.03,0.0,2.302585092994046,0.18232155679395465,2.0794415416798357
2631,Chandpur,2004,4,33.7,24.0,104.0,86.0,0.5,4.1,6.2,568556.9,571945.8,23.26,90.67,7,2004.04,0.0,4.653960350157523,0.4054651081081644,2.0794415416798357
2632,Chandpur,2004,5,36.7,25.9,101.0,81.0,0.4,3.5,5.9,568556.9,571945.8,23.26,90.67,7,2004.05,0.0,4.624972813284271,0.33647223662121295,2.0794415416798357
2633,Chandpur,2004,6,35.2,25.3,374.0,88.0,0.3,5.4,2.8,568556.9,571945.8,23.26,90.67,7,2004.06,1.0,5.926926025970411,0.262364264467491,2.0794415416798357
2634,Chandpur,2004,7,33.2,26.3,312.0,88.0,0.5,6.0,3.5,568556.9,571945.8,23.26,90.67,7,2004.07,0.0,5.746203190540153,0.4054651081081644,2.0794415416798357
2635,Chandpur,2004,8,34.0,26.0,334.0,87.0,0.6,6.0,3.9,568556.9,571945.8,23.26,90.67,7,2004.08,1.0,5.814130531825066,0.4700036292457356,2.0794415416798357
2637,Chandpur,2004,10,34.5,24.3,302.0,85.0,0.3,2.5,5.6,568556.9,571945.8,23.26,90.67,7,2004.1,0.0,5.713732805509369,0.262364264467491,2.0794415416798357
2638,Chandpur,2004,11,31.0,19.7,0.0,80.0,0.1,0.3,6.8,568556.9,571945.8,23.26,90.67,7,2004.11,0.0,0.0,0.09531017980432487,2.0794415416798357
2639,Chandpur,2004,12,29.5,17.1,2.0,80.0,0.1,0.7,5.6,568556.9,571945.8,23.26,90.67,7,2004.12,0.0,1.0986122886681098,0.09531017980432487,2.0794415416798357
2640,Chandpur,2005,1,28.0,14.4,7.0,81.0,0.2,1.5,5.7,568556.9,571945.8,23.26,90.67,7,2005.01,0.0,2.0794415416798357,0.18232155679395465,2.0794415416798357
2641,Chandpur,2005,2,31.5,18.0,0.0,74.0,0.5,1.4,7.1,568556.9,571945.8,23.26,90.67,7,2005.02,0.0,0.0,0.4054651081081644,2.0794415416798357
2642,Chandpur,2005,3,34.2,22.4,122.0,80.0,0.7,3.3,6.2,568556.9,571945.8,23.26,90.67,7,2005.03,0.0,4.812184355372417,0.5306282510621704,2.0794415416798357
2643,Chandpur,2005,4,35.5,24.2,91.0,81.0,0.8,3.1,7.7,568556.9,571945.8,23.26,90.67,7,2005.04,0.0,4.5217885770490405,0.5877866649021191,2.0794415416798357
2644,Chandpur,2005,5,35.7,24.9,115.0,82.0,0.7,4.2,7.1,568556.9,571945.8,23.26,90.67,7,2005.05,0.0,4.7535901911063645,0.5306282510621704,2.0794415416798357
2645,Chandpur,2005,6,36.7,26.8,31.0,85.0,0.7,5.3,3.9,568556.9,571945.8,23.26,90.67,7,2005.06,0.0,3.4657359027997265,0.5306282510621704,2.0794415416798357
2646,Chandpur,2005,7,33.7,26.0,344.0,88.0,0.6,6.2,4.1,568556.9,571945.8,23.26,90.67,7,2005.07,1.0,5.84354441703136,0.4700036292457356,2.0794415416798357
2647,Chandpur,2005,8,33.6,26.4,318.0,89.0,0.4,6.6,3.4,568556.9,571945.8,23.26,90.67,7,2005.08,1.0,5.765191102784844,0.33647223662121295,2.0794415416798357
2648,Chandpur,2005,9,34.5,26.1,149.0,87.0,0.3,6.3,4.7,568556.9,571945.8,23.26,90.67,7,2005.09,0.0,5.0106352940962555,0.262364264467491,2.0794415416798357
2649,Chandpur,2005,10,34.2,25.0,360.0,86.0,0.1,5.1,6.3,568556.9,571945.8,23.26,90.67,7,2005.1,1.0,5.8888779583328805,0.09531017980432487,2.0794415416798357
2650,Chandpur,2005,11,31.4,20.2,0.0,81.0,0.2,1.1,7.9,568556.9,571945.8,23.26,90.67,7,2005.11,0.0,0.0,0.18232155679395465,2.0794415416798357
2651,Chandpur,2005,12,29.8,16.5,2.0,79.0,0.3,1.0,7.9,568556.9,571945.8,23.26,90.67,7,2005.12,0.0,1.0986122886681098,0.262364264467491,2.0794415416798357
2652,Chandpur,2006,1,27.6,14.1,0.0,80.0,0.3,0.8,7.0,568556.9,571945.8,23.26,90.67,7,2006.01,0.0,0.0,0.262364264467491,2.0794415416798357
2653,Chandpur,2006,2,33.8,19.4,0.0,77.0,0.4,0.7,8.0,568556.9,571945.8,23.26,90.67,7,2006.02,0.0,0.0,0.33647223662121295,2.0794415416798357
2654,Chandpur,2006,3,36.2,21.5,0.0,71.0,0.4,1.4,8.1,568556.9,571945.8,23.26,90.67,7,2006.03,0.0,0.0,0.33647223662121295,2.0794415416798357
2655,Chandpur,2006,4,35.6,23.9,27.0,77.0,0.8,3.8,8.4,568556.9,571945.8,23.26,90.67,7,2006.04,0.0,3.332204510175204,0.5877866649021191,2.0794415416798357
2656,Chandpur,2006,5,36.0,25.3,260.0,80.0,0.6,4.5,7.3,568556.9,571945.8,23.26,90.67,7,2006.05,0.0,5.564520407322694,0.4700036292457356,2.0794415416798357
2657,Chandpur,2006,6,35.7,26.4,336.0,87.0,0.6,6.4,4.3,568556.9,571945.8,23.26,90.67,7,2006.06,1.0,5.820082930352362,0.4700036292457356,2.0794415416798357
2658,Chandpur,2006,7,35.2,26.3,348.0,87.0,0.8,6.2,4.8,568556.9,571945.8,23.26,90.67,7,2006.07,1.0,5.855071922202427,0.5877866649021191,2.0794415416798357
2659,Chandpur,2006,8,34.2,26.0,309.0,86.0,1.0,6.0,6.0,568556.9,571945.8,23.26,90.67,7,2006.08,0.0,5.736572297479192,0.6931471805599453,2.0794415416798357
2660,Chandpur,2006,9,34.2,25.8,410.0,86.0,0.8,5.6,5.4,568556.9,571945.8,23.26,90.67,7,2006.09,1.0,6.018593214496234,0.5877866649021191,2.0794415416798357
2661,Chandpur,2006,10,34.4,25.0,24.0,83.0,0.2,4.1,6.0,568556.9,571945.8,23.26,90.67,7,2006.1,0.0,3.2188758248682006,0.18232155679395465,2.0794415416798357
2662,Chandpur,2006,11,32.7,20.6,0.0,82.0,0.2,2.4,5.9,568556.9,571945.8,23.26,90.67,7,2006.11,0.0,0.0,0.18232155679395465,2.0794415416798357
2663,Chandpur,2006,12,29.7,15.6,0.0,80.0,0.1,0.3,5.6,568556.9,571945.8,23.26,90.67,7,2006.12,0.0,0.0,0.09531017980432487,2.0794415416798357
2664,Chandpur,2007,1,28.2,12.9,0.0,79.0,0.2,0.4,4.1,568556.9,571945.8,23.26,90.67,7,2007.01,0.0,0.0,0.18232155679395465,2.0794415416798357
2665,Chandpur,2007,2,31.5,16.8,57.0,77.0,0.4,2.3,5.3,568556.9,571945.8,23.26,90.67,7,2007.02,0.0,4.060443010546419,0.33647223662121295,2.0794415416798357
2666,Chandpur,2007,3,36.7,18.7,40.0,68.0,0.4,1.3,7.9,568556.9,571945.8,23.26,90.67,7,2007.03,0.0,3.713572066704308,0.33647223662121295,2.0794415416798357
2667,Chandpur,2007,4,35.7,23.8,51.0,79.0,0.9,3.6,7.8,568556.9,571945.8,23.26,90.67,7,2007.04,0.0,3.9512437185814275,0.6418538861723948,2.0794415416798357
2668,Chandpur,2007,5,37.7,25.6,226.0,80.0,0.6,4.1,8.0,568556.9,571945.8,23.26,90.67,7,2007.05,0.0,5.424950017481403,0.4700036292457356,2.0794415416798357
2669,Chandpur,2007,6,35.7,25.7,399.0,87.0,0.8,6.5,4.5,568556.9,571945.8,23.26,90.67,7,2007.06,1.0,5.991464547107982,0.5877866649021191,2.0794415416798357
2671,Chandpur,2007,8,35.2,26.5,180.0,86.0,0.5,6.4,5.1,568556.9,571945.8,23.26,90.67,7,2007.08,0.0,5.198497031265826,0.4054651081081644,2.0794415416798357
2672,Chandpur,2007,9,34.5,26.4,266.0,88.0,0.4,6.6,3.2,568556.9,571945.8,23.26,90.67,7,2007.09,0.0,5.58724865840025,0.33647223662121295,2.0794415416798357
2673,Chandpur,2007,10,35.0,24.3,228.0,83.0,0.3,4.2,5.5,568556.9,571945.8,23.26,90.67,7,2007.1,0.0,5.43372200355424,0.262364264467491,2.0794415416798357
2674,Chandpur,2007,11,32.0,21.0,109.0,82.0,0.4,2.2,5.7,568556.9,571945.8,23.26,90.67,7,2007.11,0.0,4.700480365792417,0.33647223662121295,2.0794415416798357
2675,Chandpur,2007,12,28.8,15.7,0.0,79.0,0.3,1.2,4.1,568556.9,571945.8,23.26,90.67,7,2007.12,0.0,0.0,0.262364264467491,2.0794415416798357
2676,Chandpur,2008,1,29.7,14.4,39.0,78.0,0.4,1.5,6.0,568556.9,571945.8,23.26,90.67,7,2008.01,0.0,3.6888794541139363,0.33647223662121295,2.0794415416798357
2677,Chandpur,2008,2,30.7,14.9,22.0,73.0,0.3,1.5,7.3,568556.9,571945.8,23.26,90.67,7,2008.02,0.0,3.1354942159291497,0.262364264467491,2.0794415416798357
2678,Chandpur,2008,3,34.2,21.6,64.0,77.0,0.3,3.5,6.6,568556.9,571945.8,23.26,90.67,7,2008.03,0.0,4.174387269895637,0.262364264467491,2.0794415416798357
2679,Chandpur,2008,4,36.5,24.0,67.0,75.0,0.5,3.0,9.3,568556.9,571945.8,23.26,90.67,7,2008.04,0.0,4.219507705176107,0.4054651081081644,2.0794415416798357
2680,Chandpur,2008,5,37.8,24.9,240.0,78.0,0.5,5.0,7.4,568556.9,571945.8,23.26,90.67,7,2008.05,0.0,5.484796933490655,0.4054651081081644,2.0794415416798357
2681,Chandpur,2008,6,35.2,25.8,193.0,87.0,0.6,6.8,3.0,568556.9,571945.8,23.26,90.67,7,2008.06,0.0,5.267858159063328,0.4700036292457356,2.0794415416798357
2682,Chandpur,2008,7,34.9,25.9,632.0,89.0,0.5,7.1,2.9,568556.9,571945.8,23.26,90.67,7,2008.07,1.0,6.450470422144176,0.4054651081081644,2.0794415416798357
